var_1,var_2,correlation
x005,x226,0.439853261282498
x106,x213,0.4398473661395709
x190,x195,0.43951521442151925
x116,x158,0.4392973536012161
x191,x196,0.4385888610033791
x211,x278,0.43853487587445256
x225,x237,0.43842542866853196
x041,x236,0.43810657579273715
x181,x203,0.4380495217245075
x226,x233,0.43804697588066566
x114,x118,0.43788242101001595
x153,x199,0.437672507532412
x063,x066,0.4374051843904022
x130,x181,0.4373706533018586
x153,x188,0.4373299751841427
x020,x232,0.43724759717842104
x192,x200,0.43675624141691305
x116,x119,0.43672932587302205
x056,x278,0.43646992427044834
x159,x280,0.4362185810015488
x133,x146,0.4354869509000472
x111,x201,0.4351791525809596
x121,x201,0.4350580703882585
x201,x211,0.4350522991144096
x014,x236,0.4348493867800228
x181,x188,0.4338796216135391
x015,x296,0.43334238614348514
x206,x208,0.433015985865288
x127,x221,0.4328937321793026
x106,x188,0.43264861487338935
x106,x113,0.4318742924328355
x004,x288,0.43138914009582574
x152,x189,0.43136939839128186
x010,x011,0.4308147871643172
x185,x202,0.43064490403718986
x191,x195,0.430264003591253
x013,x014,0.43015170768899835
x005,x250,0.4300543946934936
x008,x035,0.42995188108179877
x135,x186,0.4294588421785861
x115,x121,0.42920176270264926
x117,x188,0.42914927482044185
x004,x235,0.42912699551173505
x117,x181,0.4287958944614985
x181,x277,0.42872345130000444
x126,x195,0.4286609340642209
x008,x036,0.4280127125175752
x004,x289,0.42777677496738115
x136,x221,0.42751465908334085
x189,x240,0.42722491758508324
x126,x196,0.4271877094791345
x133,x196,0.427145922630174
x113,x152,0.4271249000142025
x125,x165,0.4269985606093673
x117,x186,0.42689949205331434
x118,x188,0.4266379525427279
x007,x034,0.4265733058093565
x111,x115,0.42635763145130096
x118,x126,0.42626258560965047
x016,x303,0.4262443835904221
x133,x206,0.4257059836943177
x196,x278,0.4255710006921131
x181,x219,0.42556682715168764
x110,x294,0.4255376134817298
x224,y,0.4248643602899852
x005,x020,0.42485344576677936
x185,x218,0.4244822391720346
x120,x201,0.4241833829601862
x003,x265,0.4239906546577132
x106,x189,0.4238928566805015
x181,x240,0.423857455384307
x153,x189,0.42341297132159245
x191,x194,0.42289593403341236
x185,x212,0.42259847907145376
x193,x201,0.4225738544289772
x056,x057,0.4223686626174867
x217,x277,0.42231312332927307
x114,x120,0.42221819226754886
x021,x236,0.42217264574561003
x139,x277,0.4219800293812627
x144,x185,0.4215776008218336
x143,x186,0.42063679369932855
x106,x143,0.42056448781788824
x009,x020,0.4203550181652699
x014,x016,0.41987924949788086
x188,x194,0.4195006841835088
x125,x195,0.41938518664737706
x190,x196,0.4192596823705741
x190,x193,0.4190013133767576
x189,x195,0.41880278499454204
x120,x200,0.41805133124194577
x114,x194,0.41800270623715274
x186,x202,0.417844376015821
x126,x167,0.4177384599721135
x214,x278,0.41769768474108754
x115,x159,0.4174111779071576
x106,x184,0.4173703018839553
x243,x277,0.41730757068745955
x114,x193,0.4172879125898544
x202,x221,0.417109698361044
x004,y,0.41662948230406266
x145,x278,0.4165821717034527
x128,x185,0.41644123048708787
x106,x114,0.41618936612328994
x189,x278,0.4160504549248741
x008,x015,0.41604732887505746
x114,x151,0.41604669424615304
x218,x278,0.41497574332376724
x114,x278,0.41494110672812384
x145,x208,0.4149365584813464
x013,x020,0.41493075179399586
x106,x125,0.41461417444993015
x126,x131,0.41460807057876037
x130,x277,0.41460791071128156
x186,x192,0.41442650910654566
x125,x194,0.41437375648936664
x113,x153,0.4137410451239015
x063,x074,0.41368238989005085
x010,x016,0.4136521792698554
x192,x216,0.4135249919168944
x113,x201,0.4133283989461118
x043,y,0.41319254743622713
x134,x220,0.41279160690506894
x017,x250,0.41278651140442846
x115,x158,0.41202919672442356
x265,x288,0.41196108503756956
x141,x181,0.41190972537231646
x142,x277,0.4118236646002499
x129,x181,0.4115560553883849
x005,x225,0.41139975549962
x133,x185,0.4112487929004306
x186,x212,0.41124723136811886
x118,x185,0.41118507767813123
x119,x189,0.4108077416003345
x030,x235,0.41057903663679074
x236,x250,0.41056715802302646
x030,y,0.4100372854403915
x015,x250,0.40986222058595784
x016,x017,0.40965061387205953
x040,x232,0.40941417015147863
x003,x268,0.40920898391384286
x115,x118,0.4089755680210094
x133,x216,0.40881136781150956
x005,x030,0.40873670671148116
x158,x274,0.40871806519962217
x126,x188,0.4086470784980205
x126,x166,0.40832719817645796
x200,x205,0.4071528296997291
x118,x189,0.4068558501482893
x127,x186,0.4067507689228073
x138,x185,0.40616596721092935
x009,x017,0.40611487663508794
x114,x152,0.40605725863119724
x208,x216,0.405829368493727
x185,x192,0.4057460689207544
x126,x194,0.40571948521056717
x133,x181,0.4055857073610541
x181,x202,0.4051043302799541
x134,x186,0.40477962338207474
x190,x240,0.40451587988465165
x125,x193,0.40425436231235484
x181,x294,0.4041879817946015
x115,x194,0.4041566907707988
x213,x277,0.40386683240857935
x056,x192,0.40372526909269785
x114,x121,0.40285681138981266
x140,x181,0.402826841273096
x146,x278,0.4027959537098839
x115,x160,0.40277045761791214
x106,x190,0.4026990625677747
x264,x268,0.40255692171521407
x024,x029,0.4024987088298311
x136,x294,0.40227126619842196
x010,x024,0.40215181110005177
x121,x294,0.40203130716659813
x011,x030,0.4017051359079036
x106,x217,0.40161415205040685
x106,x142,0.40129457885512704
x119,x200,0.40118829061635086
x111,x294,0.4011574869245345
x113,x119,0.4010127901236485
x264,x266,0.4010124926262027
x121,x200,0.40098613507243525
x012,x016,0.4007476830468824
x014,x029,0.40067631247655705
x135,x221,0.4005673028282624
x205,x278,0.40039255857848716
x195,x277,0.40017684727003033
x131,x277,0.39993641317878525
x159,x191,0.39993269116397795
x020,y,0.3998801816178978
x064,y,0.3996697979453145
x186,x191,0.3996556650914097
x111,x114,0.39917625353471503
x009,x010,0.39916694567218114
x153,x190,0.3990241548981684
x016,x231,0.3989624923875416
x111,x200,0.3985841658130582
x116,x194,0.3985286456819159
x192,x220,0.3983818555577484
x143,x277,0.398349794932244
x226,x250,0.3982385163404823
x125,x164,0.3982380243844853
x120,x294,0.397996241059107
x152,x190,0.39797085435319896
x160,x191,0.3979171729024034
x114,x153,0.3977803206990659
x043,x224,0.397656890244888
x224,x235,0.3976222204489085
x126,x130,0.3971565701928854
x010,x020,0.39701025327091166
x008,x020,0.39697524367615233
x127,x185,0.3966587891251926
x117,x221,0.39660456375281206
x004,x257,0.3965657214927659
x009,x036,0.3963528068739311
x119,x190,0.3962927682685195
x065,y,0.39627007735946557
x106,x115,0.39601784506348114
x004,x255,0.3954051934972155
x106,x201,0.39510472411093706
x012,x285,0.39499530284138046
x116,x118,0.394783151779051
x265,x297,0.3947603397486815
x204,x277,0.39449349046425675
x209,x277,0.39407841566797697
x126,x159,0.39391725843485426
x041,x056,0.3938692958564011
x120,x190,0.3936684673330301
x201,x210,0.393653028599303
x134,x277,0.3935617986769445
x195,x199,0.39355553990491676
x189,x277,0.3935055333229019
x272,x275,0.3927046747211982
x125,x196,0.3926872614543956
x106,x200,0.39251392701975046
x158,x191,0.39231406459069423
x285,x288,0.39229962265469726
x008,x031,0.39199543704344136
x186,x217,0.3917779178348051
x116,x195,0.3916585123130069
x144,x277,0.3913063343939849
x118,x200,0.3910485651817975
x008,x009,0.3908672386453679
x208,x219,0.39070500855806045
x133,x219,0.3900579856580353
x117,x185,0.3897558836642236
x126,x165,0.3895938689197395
x059,y,0.3895827560686173
x126,x158,0.38919075625196753
x058,x236,0.3891654144925559
x200,x210,0.38880334309040976
x114,x277,0.38853874181419346
x115,x195,0.38824614956221093
x267,x288,0.3881123216470646
x165,x199,0.3879425864313347
x126,x160,0.38786795831290516
x294,x295,0.38783288984196784
x119,x201,0.3877795193781802
x191,x240,0.38753428788111555
x137,x186,0.3871642869231145
x152,x200,0.3871496931447791
x181,x199,0.3870161993052603
x106,x116,0.38696164358876933
x181,x213,0.3867562060038154
x110,x285,0.3863129353594424
x189,x196,0.3862865504479943
x199,x240,0.38627365267437747
x002,x224,0.38618386796793275
x166,x199,0.38607106690562776
x121,x191,0.3857709368103077
x008,x034,0.38557837115375765
x111,x191,0.3854154329934999
x009,x030,0.3853380199280584
x116,x196,0.38506336456780205
x106,x191,0.3850304603975388
x120,x191,0.3847402869282504
x115,x193,0.38465146689516605
x125,x158,0.38458892877460904
x135,x294,0.38428136012751035
x126,x193,0.38414675974700957
x024,x185,0.38397648598209977
x113,x194,0.3838043185614528
x200,x208,0.3836929673365804
x137,x185,0.38366230366171644
x120,x189,0.3831168226129527
x191,x193,0.3829379040716682
x146,x208,0.3827177210512932
x140,x277,0.38266388091865156
x030,x232,0.3824326952682299
x041,x235,0.3823099204900404
x106,x220,0.3822051191271486
x125,x152,0.38186382757151693
x167,x199,0.381722040267982
x121,x190,0.3816243087417377
x153,x200,0.38160866148187234
x017,x225,0.38142840200841277
x200,x206,0.3814196423299187
x243,x278,0.3812010847609476
x119,x294,0.38113926973416706
x017,x224,0.38070113379351433
x235,x258,0.38037929205578946
x021,x233,0.3800881451016759
x106,x219,0.3794352276306083
x110,x277,0.37940363132639326
x115,x152,0.379358951874713
x111,x190,0.379223212636612
x139,x181,0.37874907729449736
x200,x211,0.3786928384917413
x151,x200,0.37852584216880486
x114,x195,0.3785056809544271
x125,x153,0.378219000292612
x014,x021,0.3781706102264679
x190,x192,0.3780394366825847
x199,x208,0.3777580833059632
x151,x192,0.3774967744031792
x115,x153,0.37738478797544567
x118,x199,0.377069322076299
x192,x201,0.3770262942111728
x119,x191,0.37685036987647436
x125,x159,0.3767222941876974
x114,x192,0.3761483484812109
x151,x190,0.3760200650957491
x013,x030,0.37562750292152125
x007,x040,0.37533555121645756
x126,x186,0.37528177749421027
x267,x295,0.37498105579248153
x200,x209,0.3748501038322082
x185,x201,0.3747056533277271
x153,x240,0.3746512360215268
x003,x256,0.3742988913445288
x114,x117,0.3741507655360032
x106,x221,0.37346265664985356
x135,x277,0.373414327906165
x017,x226,0.37313097012128066
x211,x294,0.3728933317480142
x164,x199,0.3727265361049982
x011,x285,0.3725222234459356
x242,x275,0.3724691833523989
x158,x190,0.3723228871461993
x159,x190,0.3722213402489608
x141,x277,0.37201874748194247
x118,x190,0.37138535457446153
x116,x193,0.371282540014856
x225,x250,0.37124921909383424
x034,x231,0.37116464852223646
x151,x278,0.37111703395116813
x293,x303,0.37094184066324587
x186,x190,0.3707967996554027
x152,x240,0.3707881545166864
x114,x158,0.3707520329647115
x126,x136,0.37035204028330715
x206,x278,0.3702850137926972
x058,x226,0.3700398649531587
x125,x151,0.36985836178155795
x115,x196,0.3697694183059439
x128,x181,0.3697400197395072
x004,x256,0.36960269874974594
x113,x181,0.3694726514234453
x117,x125,0.3694474538779014
x151,x240,0.3689127810448169
x186,x208,0.3688865725106106
x012,x020,0.36860949487269473
x265,x295,0.3685336145777554
x235,x281,0.368467089950634
x201,x204,0.3683527255327983
x181,x285,0.36826163581199145
x063,y,0.36791303134392644
x185,x217,0.3677794507405096
x115,x278,0.36776847132411933
x240,x278,0.3675658635655134
x134,x221,0.3675047722172971
x153,x191,0.3674916248775184
x215,x278,0.3672292875755309
x293,y,0.3671936393900837
x199,x202,0.36713206704359924
x126,x164,0.36689881573140964
x201,x209,0.36672439352770314
x142,x186,0.36653301155300333
x126,x134,0.3662937897537376
x210,x294,0.3661943018238352
x196,x277,0.36603987609292926
x151,x277,0.36602398287008475
x056,x113,0.3658967977724885
x058,x225,0.3658727703877502
x210,x277,0.36582904213956674
x041,x222,0.365554588616109
x200,x204,0.36545132743393893
x126,x181,0.365190188343896
x002,x250,0.3651798830119689
x136,x277,0.36508289823262297
x041,x223,0.3648810266371692
x056,x151,0.3645738974553867
x005,x017,0.3641519891807611
x121,x189,0.3638721491464622
x199,x278,0.3637844177836799
x131,x294,0.3637638526993762
x134,x294,0.3637083101428943
x125,x130,0.36354939900082534
x009,x024,0.3635206356438462
x020,x235,0.3633432121507618
x116,x153,0.36326864490917765
x016,x264,0.3632634528651619
x003,x257,0.3632571139491546
x240,x277,0.36314734067428067
x035,x232,0.3629334182707353
x292,x296,0.3629204116452344
x119,x199,0.36276976346523454
x115,x151,0.3620646150505918
x186,x278,0.36183450937189254
x117,x189,0.3618185596742851
x003,x237,0.3617126009709763
x159,x274,0.36131174071113836
x118,x201,0.36130750183026533
x058,x235,0.3609315479008355
x126,x135,0.36080757051518786
x005,x224,0.3607601898131059
x114,x181,0.36072309028607064
x113,x120,0.36063302637069167
x111,x189,0.36050141261017254
x143,x185,0.36039536809750605
x119,x188,0.3603221672838289
x125,x192,0.35998266508814813
x196,x199,0.35992585526286647
x010,x030,0.35972252120577036
x113,x240,0.3595599884252727
x224,x237,0.3594438613367973
x219,x278,0.35903915100975203
x004,x014,0.3590316919380994
x190,x278,0.35868864988411225
x291,x292,0.35860484345942095
x166,x200,0.35853192435113274
x297,y,0.35846662264707696
x167,x200,0.3581857937254996
x160,x190,0.3576743123846268
x013,x016,0.35721545769634283
x106,x153,0.3568741345451645
x030,x043,0.3568188507960356
x304,y,0.35680777423717025
x126,x209,0.3563551836601294
x106,x152,0.35618564851141865
x015,x236,0.3558195381904613
x005,x015,0.35555707490553223
x125,x160,0.3554929403790383
x130,x294,0.35536914817840776
x118,x294,0.3551180408974449
x020,x250,0.35439433362438855
x188,x195,0.35434635424839295
x043,x044,0.3543250271734775
x192,x221,0.35411029663534055
x268,x290,0.3539969973749637
x106,x218,0.35355752987892675
x114,x159,0.3534662459492552
x295,x303,0.35343304238083245
x014,x292,0.3534010185647384
x036,x232,0.35325292838487726
x133,x186,0.35285281547948927
x152,x191,0.35279703942802204
x002,x043,0.35273990031782704
x116,x152,0.35267331807490127
x214,x277,0.35266479837988496
x181,x212,0.3523346926230868
x256,x281,0.35231505149211534
x117,x199,0.3521140915031556
x024,x186,0.35208696727095706
x058,x224,0.35207620257958433
x114,x196,0.3519652415736548
x016,x106,0.35185708407956157
x235,x292,0.3517050372361973
x236,x239,0.35141979354461245
x235,x279,0.35088361550794295
x009,x031,0.35059424733833217
x005,x238,0.35049828879260914
x146,x181,0.350390720838381
x125,x278,0.35007891521786183
x125,x181,0.3499707634290024
x043,x237,0.3498001087627089
x115,x181,0.3497948614128906
x127,x181,0.349774305427161
x007,x035,0.34958912791358876
x126,x210,0.34954658382069803
x020,x233,0.3487089208654757
x235,x273,0.348516473740557
x017,x021,0.34835980432086183
x056,x189,0.34835104553282503
x185,x278,0.3481092350157333
x008,x030,0.34806211629939066
x036,x239,0.34805580043591405
x030,x250,0.3479700650107053
x125,x134,0.3474882382306151
x165,x200,0.34747564176070306
x106,x199,0.34745771064639985
x011,x029,0.3473311969962188
x125,x131,0.347115768259044
x145,x277,0.3470397850540375
x126,x129,0.34691821323176664
x117,x126,0.34691566196631746
x116,x181,0.3465367708771332
x278,x294,0.3461273280536743
x116,x278,0.34611618243403086
x200,x278,0.3459893286610669
x106,x151,0.3457620665211574
x017,x240,0.3456075514953761
x152,x278,0.34548282846456696
x211,x277,0.3453196820103675
x199,x277,0.34525534682792147
x145,x181,0.3445772537668556
x152,x192,0.34432458346808953
x117,x200,0.34424065068926546
x056,x199,0.3442112638490064
x125,x209,0.3441726921709074
x125,x186,0.34414897752113244
x016,x029,0.3439849325598427
x216,x278,0.34397881693996535
x288,x303,0.3439480771286893
x034,x232,0.3439081220166359
x118,x191,0.3437042214290709
x015,x181,0.3436272467518155
x014,x239,0.3435949702516107
x218,x277,0.34347702762889915
x167,x201,0.3432837549575148
x030,x233,0.34318673499329877
x200,x240,0.3428776656116681
x116,x186,0.3428618725388954
x106,x240,0.34272785689986823
x119,x165,0.34270507603773626
x192,x240,0.3425645981114639
x126,x211,0.3425533944477586
x110,x295,0.34223075421652127
x201,x208,0.3421574068893594
x209,x294,0.3421447564899491
x200,x202,0.3420714764561055
x009,x224,0.34205558625580157
x141,x294,0.3417392469751481
x115,x277,0.3416949578817728
x015,x292,0.341656387929829
x259,x292,0.3413625287770058
x126,x153,0.3409728092260942
x040,x239,0.34072023680806524
x259,x295,0.34046985948889286
x136,x285,0.34042911999147135
x242,x295,0.3403522875427431
x113,x121,0.33936550883943756
x005,x043,0.33894610059641345
x058,x222,0.3386073791973362
x201,x216,0.338325202901814
x205,x277,0.33796068196269813
x043,x250,0.33755256839916625
x115,x117,0.33753019779349636
x280,x294,0.33742815237823437
x058,x223,0.3373879533451498
x010,x021,0.3373740525873131
x114,x160,0.33711867376908805
x125,x129,0.33711816392149446
x133,x220,0.337064291247999
x168,y,0.3366264985011023
x142,x185,0.33644829161088013
x146,x277,0.3363737566010965
x186,x189,0.33635288794067153
x111,x160,0.3357189993289672
x014,x273,0.3354253403267604
x237,x250,0.335327979153701
x015,x240,0.3353143982890048
x125,x133,0.3351978408551443
x119,x166,0.3351070724377877
x111,x113,0.33502107719579044
x190,x277,0.33501677087545506
x118,x164,0.33498188187400857
x129,x294,0.33482636230988516
x126,x152,0.3347264266405783
x120,x199,0.33469844020607387
x002,x288,0.3346707090690312
x125,x208,0.334476158200603
x012,x291,0.33430651573759856
x173,y,0.3342545246038574
x126,x278,0.33420516936745187
x117,x294,0.33403256708874185
x235,x304,0.33378652148977744
x029,x250,0.33377322823219413
x015,x264,0.33367934984751196
x113,x195,0.33352397290311586
x191,x192,0.3334998203600422
x152,x277,0.33343703167536287
x160,x274,0.3333913509084456
x200,x203,0.3331120269028817
x056,x152,0.33299599319427525
x125,x135,0.33291329552798865
x159,x201,0.3328244217714
x166,x201,0.33279043624227433
x007,x033,0.33266513636798345
x015,x232,0.3325660741174397
x126,x192,0.33224051722283404
x115,x192,0.33219138008867133
x140,x294,0.3319354698532695
x153,x278,0.3316581027571813
x208,x220,0.331600721279767
x126,x133,0.33125092738762724
x056,x243,0.33109918967259827
x158,x201,0.33108678208136516
x259,x279,0.3309176405822075
x158,x189,0.33063613093104893
x138,x181,0.3306037099668832
x015,x303,0.3304779693912308
x014,x279,0.330417359854565
x116,x151,0.33030800126655463
x020,x240,0.3302103447309284
x020,x231,0.33017620644782075
x008,x239,0.33015164003806974
x119,x167,0.3301039755428604
x259,x273,0.3299490216101573
x125,x210,0.3298613257622986
x297,x303,0.32976878826552225
x110,x126,0.32958805960215737
x029,x291,0.32927161779129593
x258,x259,0.3290822865877926
x164,x200,0.3290145787968979
x016,x233,0.3289373826904826
x188,x202,0.32886172692219384
x004,x236,0.3287791998300452
x185,x294,0.32872970298406434
x196,x294,0.32843292789611545
x012,x030,0.32824021146340776
x111,x159,0.32795723856646036
x236,x258,0.3278676609969526
x058,x237,0.3278050462527338
x057,x106,0.3276694808543587
x029,x296,0.32759166615898144
x195,x294,0.3273957979355439
x056,y,0.32734236126697713
x003,x255,0.32733598109553563
x201,x215,0.3269872012600301
x153,x192,0.3267842108812729
x125,x277,0.32663031592741704
x120,x166,0.3262734157333362
x066,x075,0.3262203633677397
x160,x201,0.3261637492157782
x115,x186,0.3261135248183591
x224,x232,0.3260256188728054
x236,x281,0.32566056020974254
x120,x167,0.3256432085154379
x004,x036,0.32560596329111746
x291,x293,0.32517606456495163
x126,x208,0.32496760933649904
x121,x160,0.3248462035549466
x199,x203,0.3247790557723271
x002,x003,0.3246121508077181
x011,x021,0.3246116274654339
x125,x128,0.32444004326579723
x151,x193,0.3241532256989672
x200,x277,0.32399401980352893
x151,x191,0.32390885100829037
x119,x164,0.3238034343017504
x153,x201,0.32379129305384885
x013,x181,0.32378957407599485
x181,x218,0.3233448820439792
x222,x242,0.3231345168285658
x057,x236,0.32293647737229775
x036,x057,0.3226777536052023
x024,x106,0.3223756838123655
x224,x250,0.32234335114647333
x072,x075,0.3222848211448497
x125,x136,0.32222114465574636
x117,x151,0.3222146883765959
x120,x188,0.3221475010420597
x135,x285,0.32202059602369904
x014,x258,0.32170849495718223
x057,x278,0.32163769652373575
x223,x242,0.3215447586443766
x191,x278,0.321444631404499
x020,x029,0.3214075013046893
x264,x292,0.3210695703976216
x057,x235,0.32106406542624005
x007,x036,0.3209425707813177
x116,x117,0.3207338449113629
x121,x159,0.3206524662126695
x144,x181,0.32057931862244127
x126,x151,0.32045371732552275
x131,x201,0.32037098252530083
x116,x277,0.3202186118858957
x009,x011,0.3201000534557494
x016,x292,0.31991617856927446
x185,x200,0.31989531501895363
x294,x304,0.31986911713690586
x153,x277,0.319714034283193
x015,x273,0.31969260402233235
x126,x206,0.3196466012435181
x056,x153,0.31936440820313283
x126,x205,0.31934403959392266
x120,x165,0.31925839572373343
x126,x128,0.31924407670408356
x194,x294,0.31903081495135327
x114,x240,0.31879728271573293
x188,x196,0.31838029062498674
x152,x201,0.31826043115364133
x013,x029,0.3181570245425739
x226,x281,0.3180394346442893
x004,x040,0.31769738941106873
x040,x231,0.3176780690809663
x165,x201,0.3175068077012777
x031,x232,0.3174354542531806
x121,x199,0.31742207710315157
x074,x075,0.3165757919387998
x232,x239,0.3164200760811996
x118,x165,0.3163038506300559
x121,x167,0.3162954085872235
x111,x199,0.3161636297548665
x041,x106,0.3160181204460166
x117,x190,0.31586252503524337
x279,x296,0.31584361989555554
x057,x240,0.31576782096689643
x236,x242,0.3156074956282792
x266,x295,0.31559843663164844
x116,x280,0.31546653493181265
x201,x203,0.3152690636461577
x273,x296,0.3151638341760735
x057,x222,0.3149385813637876
x020,x043,0.31490989161414457
x015,x279,0.3148886890433102
x268,x272,0.31465871276098567
x133,x294,0.3146189809291316
x159,x189,0.31421067452696294
x057,x223,0.31419759920406487
x057,x239,0.3137829399293935
x291,x297,0.3136596825380846
x004,x008,0.31363552532351446
x281,x296,0.313349127696445
x186,x199,0.3132953762862972
x013,x291,0.31299049467276596
x278,y,0.3129831403903987
x266,x288,0.31294447154116894
x111,x167,0.3128606951708711
x158,x200,0.31272966271186925
x153,x181,0.3127196326598552
x002,x290,0.3127148278711175
x206,x277,0.31263914619271116
x236,x292,0.31250181227455476
x121,x166,0.3123758347817314
x126,x277,0.3116852391956859
x116,x192,0.3116291191109121
x201,x278,0.3112701847626851
x012,x296,0.3112222133849296
x024,x196,0.31115147153585454
x014,x233,0.3110981321079856
x199,x209,0.3105210070457718
x130,x201,0.31050914696813486
x134,x285,0.3105069981242139
x011,x224,0.31036155261006754
x186,x277,0.31019600000588177
x201,x240,0.3101367190306608
x139,x294,0.31010022975215334
x029,x292,0.30993574329915563
x277,y,0.3097600063724125
x036,y,0.3097553338840464
x219,x277,0.3096900421782722
x273,x291,0.3096837451369917
x041,x239,0.30966335855735355
x279,x291,0.3096386103521325
x016,x236,0.30928112423686044
x280,x292,0.30925347525340197
x152,x181,0.30919984121809924
x042,x236,0.30905564241179906
x002,x020,0.309046445560173
x184,x201,0.3088366904714079
x220,x278,0.3087626982208167
x114,x186,0.30857729150355534
x057,x277,0.308493060715024
x007,x020,0.30829582811731604
x111,x166,0.3081925160491943
x041,x237,0.30807543332233406
x264,x289,0.30807267970798585
x184,x200,0.30782551009075865
x137,x181,0.30779431874638735
x056,x181,0.307657937920516
x235,x297,0.3075192809760936
x012,x303,0.3071085996923197
x226,x258,0.3071046423162063
x226,x292,0.30707090527766995
x117,x201,0.3067775687631499
x226,x242,0.3067140992052169
x184,x199,0.30660015765284054
x015,x233,0.3065755636161457
x128,x294,0.30644233819719235
x011,x013,0.3063393817804434
x036,x056,0.3062809957059917
x014,x281,0.3062615130524984
x017,x291,0.3060701803739072
x014,x043,0.3059587829271309
x111,x158,0.3059213709120836
x296,x297,0.3058524405646064
x057,x181,0.30583222883158023
x226,x279,0.3056861899746797
x125,x211,0.3054066757231295
x151,x201,0.305281799135167
x007,x015,0.3051494421902116
x002,x030,0.30500826795270036
x215,x277,0.3049112383539728
x036,x237,0.3046024131350608
x152,x193,0.30431050242448565
x113,x196,0.3040426323051265
x193,x294,0.30386699337312634
x056,x106,0.3036418238433099
x033,x231,0.30355917650263214
x235,x293,0.30332897040807427
x211,x285,0.30332140171410604
x225,x281,0.3032273064716948
x017,x236,0.30276640059253035
x125,x203,0.3026743994141724
x120,x159,0.3026422732952305
x159,x200,0.30253296837744964
x040,x237,0.30229593409194383
x009,x232,0.30219399613458436
x008,x224,0.30179000544643064
x007,x031,0.30171340684625114
x121,x188,0.30163197499601574
x226,x273,0.3016018426586307
x121,x165,0.3015902501960384
x164,x201,0.30153796276339584
x118,x166,0.30148589380153246
x017,x181,0.30134753499505823
x016,x279,0.30121516647836655
x225,x242,0.3011255876524474
x236,x279,0.300898466415066
x133,x221,0.3008413571502455
x121,x158,0.3000377178170836
x017,x296,0.29987167491206534
x125,x205,0.29961005930807977
x201,x202,0.29957757422489467
x040,x057,0.29955063005038135
x024,x211,0.29945907462236626
x012,x029,0.2994420135485587
x016,x273,0.2993754181438629
x257,x281,0.2992708931543876
x002,x058,0.2990847807547561
x238,y,0.2990802831639091
x106,x280,0.2990478213090434
x041,x278,0.2990233093296811
x004,x057,0.29888883568792124
x106,x295,0.2987511480854267
x121,x285,0.298304655354448
x160,x189,0.2981069006680586
x133,x200,0.2980666637506082
x277,x294,0.2979998705698304
x111,x188,0.29796812803180306
x117,x152,0.29764591954019304
x057,x188,0.2974481698621711
x120,x285,0.29733600700627016
x015,y,0.29728906496235386
x151,x181,0.2972076003957456
x225,x292,0.29707438939631264
x111,x165,0.29698324047290087
x127,x294,0.296950982154479
x011,x291,0.2969325856661528
x126,x204,0.2967557092860441
x044,x235,0.2966639979026854
x010,x224,0.29659723208068745
x020,x058,0.29659330545465223
x014,x024,0.29657753679551946
x003,x288,0.2962787827765146
x191,x277,0.29622262672647326
x111,x285,0.29616361964817545
x225,x279,0.2961520367970671
x008,x033,0.2960819183404087
x004,x268,0.2960476593037589
x015,x281,0.2955491576766033
x236,x273,0.29554014480177493
x264,x267,0.29549673017316413
x118,x151,0.29549128883316295
x115,x280,0.2953199442777888
x208,x294,0.2953012000894468
x057,x113,0.2951123019866998
x005,x041,0.29505760993652086
x165,x194,0.2947775255853547
x206,x294,0.2944930501884777
x210,x285,0.29444703038539183
x111,x280,0.29440185291873217
x125,x202,0.29431085169833604
x208,x221,0.29426274558973253
x118,x167,0.2942166440446314
x004,x041,0.29419806850420577
x191,x280,0.2941779201152498
x012,x181,0.2937887648248687
x013,x296,0.29373039662928135
x125,x204,0.2936775158022121
x130,x200,0.2936271642096431
x008,x238,0.2936188489973061
x120,x164,0.2935536677792676
x224,x242,0.29349190792382274
x115,x240,0.2934418878038315
x126,x203,0.29316117923842844
x005,x058,0.29281162095820484
x013,x285,0.29263043749092277
x035,x231,0.29246352591568114
x120,x160,0.2924360790112795
x225,x273,0.29230205168132406
x153,x193,0.29180535688801573
x016,x288,0.2917370920647572
x201,x277,0.2916193649175055
x158,x199,0.2911554086984143
x141,x295,0.2911482050004203
x120,x158,0.29110405605751916
x029,x224,0.29101562293482397
x004,x267,0.2908874877038519
x188,x243,0.29088200337962283
x192,x294,0.2904072060375543
x040,y,0.2903391438809684
x024,x195,0.2903329896402382
x285,x294,0.2901209539337162
x186,x294,0.29002247061352365
x225,x258,0.2899634180532874
x121,x280,0.2899622260828964
x205,x294,0.28990958341309725
x011,x296,0.28979307727144543
x056,x058,0.2896532286718025
x029,x225,0.2893199088807624
x193,x240,0.28904098222497443
x003,x008,0.28886765844549894
x057,x238,0.28879876795028114
x017,y,0.28878575313664406
x221,x278,0.28878215324844636
x009,x285,0.2886483382078057
x164,x193,0.28862608087283537
x209,x285,0.288109929278428
x166,x194,0.2880874279227005
x041,x181,0.28804235355871755
x004,x259,0.28795211976009744
x256,x279,0.2876764363196572
x256,x292,0.28762490110285327
x264,x285,0.2874387297880094
x031,x239,0.28724777722703865
x199,x204,0.2871815678100102
x184,x211,0.2871436614850966
x272,x304,0.28678521156117753
x134,x200,0.28671979973915
x293,x294,0.286697960229733
x056,x190,0.28647955588830765
x167,x194,0.28619871071380915
x056,x193,0.2859787829550437
